municipio,br,km,tipo_acidente,causa_acidente,tracado_via,tipo_pista,fase_dia,condicao_metereologica,veiculos,pessoas,ilesos,feridos,feridos_graves,feridos_leves,mortos,ignorados
Butia,290,1633,Colisão Frontal,Dormindo,Reta,Simples,Amanhecer,Nublado,2,2,1,0,0,0,1,0
Butia,290,1762,Atropelamento De Pedestre,Falta De Atenção Do Pedestre,Reta,Simples,Pleno Dia,Céu Claro,2,2,1,0,0,0,1,0
Butia,290,1792,Saída De Leito Carroçável,Falta De Atenção À Condução,Reta,Simples,Plena Noite,Garoa/Chuvisco,1,1,0,0,0,0,1,0
Caapora,101,114.3,Atropelamento De Pessoa,Falta De Atenção,Reta,Duplicada,Plena Noite,Ceu Claro,1,2,1,0,0,0,1,0
Caapora,101,116,Saída De Pista,Velocidade Incompatível,Reta,Duplicada,Pleno Dia,Chuva,1,3,0,2,1,1,1,0
Caapora,101,116.6,Saída De Pista,Velocidade Incompatível,Curva,Duplicada,Pleno Dia,Ceu Claro,1,4,0,3,3,0,1,0
Caapora,101,117.3,Saída De Pista,Velocidade Incompatível,Curva,Duplicada,Pleno Dia,Ceu Claro,1,1,0,0,0,0,1,0
Caapora,101,118,Colisão Traseira,Dormindo,Reta,Duplicada,Amanhecer,Ceu Claro,2,2,1,0,0,0,1,0
Caapora,101,118.3,Capotamento,Outras,Curva,Simples,Amanhecer,Ceu Claro,1,2,0,1,1,0,1,0
Caapora,101,118.6,Colisão Frontal,Ultrapassagem Indevida,Curva,Simples,Plena Noite,Chuva,2,2,1,0,0,0,1,0
Caapora,101,118.7,Tombamento,Velocidade Incompatível,Reta,Simples,Amanhecer,Ceu Claro,1,1,0,0,0,0,1,0
Caapora,101,120.4,Colisão Traseira,Dormindo,Reta,Duplicada,Amanhecer,Ceu Claro,2,7,1,5,1,4,1,0
Caapora,101,120.5,Atropelamento De Pessoa,Outras,Curva,Duplicada,Pleno Dia,Chuva,1,3,1,1,1,0,1,0
Caapora,101,121.1,Tombamento,Outras,Curva,Duplicada,Pleno Dia,Nublado,2,3,0,2,1,1,1,0
Caapora,101,122,Atropelamento De Pedestre,Falta De Atenção À Condução,Desvio Temporário,Duplicada,Plena Noite,Nublado,1,2,0,0,0,0,1,1
Caapora,101,122,Colisão Frontal,Ultrapassagem Indevida,Curva,Simples,Pleno Dia,Chuva,4,4,1,2,2,0,1,0
Caapora,101,122.5,Colisão Lateral,Ultrapassagem Indevida,Curva,Simples,Pleno Dia,Sol,3,3,1,1,0,1,1,0
Caapora,101,122.6,Colisão Traseira,Velocidade Incompatível,Reta,Duplicada,Plena Noite,Chuva,7,7,4,1,0,1,1,1
Caapora,101,122.7,Colisão Traseira,Velocidade Incompatível,Reta,Duplicada,Amanhecer,Nublado,2,2,1,0,0,0,1,0
Caapora,101,122.7,Saída De Pista,Outras,Curva,Simples,Pleno Dia,Ceu Claro,1,1,0,0,0,0,1,0
Caapora,101,123,Atropelamento De Pessoa,Falta De Atenção,Curva,Duplicada,Plena Noite,Nublado,1,2,0,0,0,0,1,1
Caapora,101,123.4,Saída De Pista,Defeito Mecânico Em Veículo,Reta,Duplicada,Pleno Dia,Sol,1,3,0,2,2,0,1,0
Caapora,101,125,Atropelamento De Pessoa,Outras,Reta,Simples,Plena Noite,Ceu Claro,1,2,0,0,0,0,1,1
Caapora,101,1225,Saída De Pista,Velocidade Incompatível,Curva,Duplicada,Amanhecer,Chuva,1,2,0,1,1,0,1,0
Caapora,101,1267,Colisão Traseira,Condutor Dormindo,Reta,Duplicada,Pleno Dia,Sol,3,4,2,1,0,1,1,0
Caarapo,163,190.8,Colisão Lateral,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,2,0,1,0,1,1,0
Caarapo,163,194.5,Colisão Frontal,Falta De Atenção,Reta,Simples,Plena Noite,Chuva,2,2,1,0,0,0,1,0
Caarapo,163,206.1,Colisão Transversal,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,2,0,1,0,1,1,0
Caarapo,163,209.3,Queda De Motocicleta / Bicicleta / Veículo,Outras,Curva,Simples,Plena Noite,Nublado,2,2,1,0,0,0,1,0
Caarapo,163,209.9,Colisão Com Bicicleta,Falta De Atenção,Curva,Simples,Amanhecer,Ceu Claro,2,4,2,1,0,1,1,0
Caarapo,163,210,Colisão Lateral,Falta De Atenção,Reta,Simples,Plena Noite,Nublado,2,2,1,0,0,0,1,0
Caarapo,163,210.1,Colisão Com Bicicleta,Falta De Atenção,Reta,Simples,Plena Noite,Ceu Claro,2,2,1,0,0,0,1,0
Caarapo,163,211.2,Colisão Transversal,Falta De Atenção,Reta,Simples,Plena Noite,Ceu Claro,2,3,2,0,0,0,1,0
Caarapo,163,212.4,Colisão Traseira,Velocidade Incompatível,Reta,Simples,Plena Noite,Chuva,2,2,1,0,0,0,1,0
Caarapo,163,215.9,Colisão Frontal,Falta De Atenção,Reta,Simples,Plena Noite,Nublado,2,3,1,1,1,0,1,0
Caarapo,163,217,Saída De Pista,Outras,Reta,Simples,Pleno Dia,Nublado,1,4,2,1,1,0,1,0
Caarapo,163,219.1,Colisão Traseira,Falta De Atenção,Reta,Simples,Plena Noite,Ceu Claro,2,2,0,0,0,0,1,1
Caarapo,163,220,Colisão Frontal,Dormindo,Reta,Simples,Amanhecer,Ceu Claro,3,3,1,1,1,0,1,0
Caarapo,163,222.2,Colisão Frontal,Ingestão De Álcool,Curva,Simples,Plena Noite,Ceu Claro,2,7,1,5,0,5,1,0
Caarapo,163,222.3,Colisão Com Bicicleta,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,4,3,0,0,0,1,0
Caarapo,163,223.7,Colisão Frontal,Falta De Atenção,Curva,Simples,Plena Noite,Ceu Claro,2,2,1,0,0,0,1,0
Caarapo,163,229.8,Saída De Pista,Outras,Reta,Simples,Plena Noite,Ceu Claro,1,3,0,2,2,0,1,0
Caarapo,163,231.1,Atropelamento De Pessoa,Outras,Reta,Duplicada,Plena Noite,Nublado,1,5,4,0,0,0,1,0
Caarapo,163,231.4,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,4,3,0,0,0,1,0
Caarapo,163,232.5,Saída De Pista,Falta De Atenção,Reta,Simples,Plena Noite,Chuva,1,3,0,2,1,1,1,0
Caarapo,163,234.6,Colisão Frontal,Outras,Reta,Simples,Amanhecer,Nublado,2,2,0,1,0,1,1,0
Caarapo,163,1922,Saída De Leito Carroçável,Falta De Atenção À Condução,Reta,Simples,Pleno Dia,Céu Claro,1,1,0,0,0,0,1,0
Caarapo,163,2128,Colisão Frontal,Condutor Dormindo,Reta,Simples,Pleno Dia,Nublado,2,2,0,1,0,1,1,0
Caarapo,163,2133,Saída De Leito Carroçável,Objeto Estático Sobre O Leito Carroçável,Reta,Simples,Pleno Dia,Céu Claro,5,6,2,2,1,1,1,1
Cabedelo,230,1.5,Colisão Lateral,Ingestão De Álcool,Reta,Simples,Plena Noite,Ceu Claro,3,3,1,1,0,1,1,0
Cabedelo,230,2,Colisão Com Bicicleta,Falta De Atenção,Reta,Duplicada,Plena Noite,Ceu Claro,2,2,1,0,0,0,1,0
Cabedelo,230,2.6,Colisão Transversal,Falta De Atenção,Reta,Duplicada,Plena Noite,Ceu Claro,2,2,1,0,0,0,1,0
Cabedelo,230,3,Colisão Frontal,Outras,Reta,Duplicada,Pleno Dia,Sol,2,2,0,0,0,0,1,1
Cabedelo,230,3.9,Atropelamento De Pessoa,Outras,Curva,Duplicada,Plena Noite,Nublado,1,2,0,1,1,0,1,0
Cabedelo,230,4.3,Colisão Transversal,Defeito Na Via,Reta,Duplicada,Pleno Dia,Sol,2,2,1,0,0,0,1,0
Cabedelo,230,4.3,Colisão Transversal,Desobediência À Sinalização,Reta,Duplicada,Plena Noite,Ceu Claro,2,2,0,0,0,0,1,1
Cabedelo,230,4.4,Colisão Com Objeto Fixo,Ingestão De Álcool,Curva,Duplicada,Amanhecer,Ceu Claro,1,2,0,1,1,0,1,0
Cabedelo,230,4.5,Queda De Motocicleta / Bicicleta / Veículo,Outras,Curva,Duplicada,Pleno Dia,Sol,1,1,0,0,0,0,1,0
Cabedelo,230,4.9,Capotamento,Velocidade Incompatível,Reta,Duplicada,Plena Noite,Ceu Claro,1,3,0,2,2,0,1,0
Cabedelo,230,5,Colisão Traseira,Falta De Atenção,Reta,Duplicada,Pleno Dia,Nublado,2,3,1,1,1,0,1,0
Cabedelo,230,5.1,Atropelamento De Pessoa,Falta De Atenção,Reta,Duplicada,Plena Noite,Ceu Claro,1,3,0,2,2,0,1,0
Cabedelo,230,5.2,Colisão Com Bicicleta,Falta De Atenção,Reta,Duplicada,Pleno Dia,Ceu Claro,2,2,1,0,0,0,1,0
Cabedelo,230,6.5,Colisão Com Bicicleta,Velocidade Incompatível,Reta,Duplicada,Plena Noite,Nublado,2,2,0,0,0,0,1,1
Cabedelo,230,6.9,Atropelamento De Pessoa,Outras,Reta,Duplicada,Pleno Dia,Sol,1,2,0,1,0,1,1,0
Cabedelo,230,7.1,Queda De Motocicleta / Bicicleta / Veículo,Outras,Reta,Duplicada,Plena Noite,Ignorada,1,1,0,0,0,0,1,0
Cabedelo,230,7.6,Atropelamento De Pessoa,Outras,Reta,Duplicada,Pleno Dia,Ignorada,1,2,1,0,0,0,1,0
Cabedelo,230,7.7,Atropelamento De Pessoa,Outras,Reta,Duplicada,Pleno Dia,Ceu Claro,1,3,1,1,0,1,1,0
Cabedelo,230,8,Atropelamento De Animal,Animais Na Pista,Reta,Duplicada,Plena Noite,Ceu Claro,1,2,0,1,1,0,1,0
Cabedelo,230,8,Atropelamento De Pessoa,Outras,Reta,Duplicada,Pleno Dia,Sol,1,2,1,0,0,0,1,0
Cabedelo,230,8.1,Atropelamento De Pessoa,Falta De Atenção,Reta,Duplicada,Anoitecer,Nublado,1,2,1,0,0,0,1,0
Cabedelo,230,9.5,Queda De Motocicleta / Bicicleta / Veículo,Outras,Reta,Duplicada,Plena Noite,Ceu Claro,1,1,0,0,0,0,1,0
Cabedelo,230,10.3,Atropelamento De Pessoa,Falta De Atenção,Reta,Duplicada,Pleno Dia,Sol,1,2,1,0,0,0,1,0
Cabedelo,230,10.5,Colisão Com Bicicleta,Defeito Mecânico Em Veículo,Reta,Duplicada,Pleno Dia,Sol,2,2,0,0,0,0,1,1
Cabedelo,230,10.6,Colisão Com Objeto Fixo,Outras,Reta,Duplicada,Pleno Dia,Ceu Claro,1,2,0,1,1,0,1,0
Cabedelo,230,10.7,Colisão Com Objeto Fixo,Outras,Reta,Duplicada,Pleno Dia,Sol,1,1,0,0,0,0,1,0
Cabedelo,230,11,Atropelamento De Pedestre,Falta De Atenção Do Pedestre,Reta,Duplicada,Plena Noite,Garoa/Chuvisco,1,2,0,0,0,0,1,1
Cabedelo,230,11,Atropelamento De Pessoa,Outras,Reta,Duplicada,Plena Noite,Ceu Claro,1,2,0,0,0,0,1,1
Cabedelo,230,11,Atropelamento De Pessoa,Outras,Reta,Duplicada,Plena Noite,Ceu Claro,1,2,0,1,1,0,1,0
Cabedelo,230,11.2,Colisão Com Bicicleta,Falta De Atenção,Reta,Duplicada,Plena Noite,Ceu Claro,2,2,1,0,0,0,1,0
Cabedelo,230,11.2,Colisão Frontal,Desobediência À Sinalização,Reta,Duplicada,Amanhecer,Nublado,2,2,1,0,0,0,1,0
Cabedelo,230,11.2,Colisão Transversal,Falta De Atenção,Reta,Duplicada,Plena Noite,Nublado,2,2,1,0,0,0,1,0
Cabedelo,230,11.4,Colisão Com Bicicleta,Falta De Atenção,Reta,Duplicada,Pleno Dia,Sol,2,2,1,0,0,0,1,0
Cabedelo,230,11.4,Colisão Transversal,Desobediência À Sinalização,Reta,Duplicada,Pleno Dia,Ceu Claro,2,2,1,0,0,0,1,0
Cabedelo,230,12,Atropelamento De Pedestre,Falta De Atenção Do Pedestre,Reta,Duplicada,Plena Noite,Céu Claro,1,2,1,0,0,0,1,0
Cabedelo,230,12.3,Queda De Motocicleta / Bicicleta / Veículo,Outras,Reta,Duplicada,Amanhecer,Ceu Claro,1,1,0,0,0,0,1,0
Cabedelo,230,12.4,Atropelamento De Pessoa,Outras,Reta,Duplicada,Plena Noite,Ceu Claro,1,2,1,0,0,0,1,0
Cabedelo,230,12.4,Saída De Pista,Outras,Reta,Duplicada,Amanhecer,Chuva,1,2,0,1,0,1,1,0
Cabedelo,230,12.9,Atropelamento De Pessoa,Outras,Reta,Duplicada,Plena Noite,Ceu Claro,1,3,0,1,0,1,1,1
Cabedelo,230,12.9,Colisão Traseira,Ingestão De Álcool,Reta,Duplicada,Pleno Dia,Ceu Claro,2,4,2,1,0,1,1,0
Cabedelo,230,13,Colisão Traseira,Dormindo,Reta,Duplicada,Amanhecer,Nublado,2,2,0,1,0,1,1,0
Cabedelo,230,13.6,Queda De Motocicleta / Bicicleta / Veículo,Outras,Reta,Duplicada,Pleno Dia,Ceu Claro,3,3,2,0,0,0,1,0
Cabedelo,230,13.9,Colisão Transversal,Desobediência À Sinalização,Reta,Duplicada,Amanhecer,Ceu Claro,2,2,1,0,0,0,1,0
Cabedelo,230,13.9,Colisão Transversal,Ingestão De Álcool,Reta,Duplicada,Amanhecer,Ceu Claro,2,2,1,0,0,0,1,0
Cabedelo,230,14,Colisão Com Bicicleta,Falta De Atenção,Reta,Duplicada,Amanhecer,Ceu Claro,2,2,1,0,0,0,1,0
Cabedelo,230,14,Colisão Transversal,Outras,Reta,Duplicada,Plena Noite,Ceu Claro,2,2,0,0,0,0,1,1
Cabedelo,230,15.2,Colisão Traseira,Outras,Reta,Duplicada,Anoitecer,Sol,3,3,0,1,0,1,1,1
Cabedelo,230,24,Atropelamento De Pedestre,Velocidade Incompatível,Reta,Duplicada,Plena Noite,Chuva,3,8,1,4,1,3,1,2
Cabedelo,230,33,Colisão Traseira,Velocidade Incompatível,Reta,Duplicada,Plena Noite,Céu Claro,2,3,0,1,1,0,1,1
Cabedelo,230,43,Colisão Traseira,Velocidade Incompatível,Reta,Duplicada,Pleno Dia,Sol,2,2,0,1,0,1,1,0
Cabedelo,230,51,Atropelamento De Pessoa,Falta De Atenção,Reta,Duplicada,Pleno Dia,Ceu Claro,1,2,0,1,1,0,1,0
Cabedelo,230,52,Colisão Lateral,Não Guardar Distância De Segurança,Não Informado,Duplicada,Pleno Dia,Sol,2,2,0,0,0,0,1,1
Cabedelo,230,58,Queda De Ocupante De Veículo,Falta De Atenção À Condução,Não Informado,Duplicada,Amanhecer,Céu Claro,1,1,0,0,0,0,1,0
Cabedelo,230,71,Colisão Traseira,Outras,Reta,Duplicada,Plena Noite,Chuva,3,4,1,1,0,1,1,1
Cabedelo,230,93,Colisão Lateral,Desobediência À Sinalização,Reta,Duplicada,Pleno Dia,Sol,2,3,1,1,1,0,1,0
Cabedelo,230,114,Colisão Traseira,Velocidade Incompatível,Reta,Duplicada,Plena Noite,Céu Claro,2,2,0,0,0,0,1,1
Cabedelo,230,123,Atropelamento De Pedestre,Falta De Atenção Do Pedestre,Reta,Duplicada,Pleno Dia,Nublado,1,4,0,2,2,0,1,1
Cabedelo,230,124,Atropelamento De Pedestre,Falta De Atenção Do Pedestre,Reta,Duplicada,Plena Noite,Chuva,1,2,0,0,0,0,1,1
Cabedelo,230,124,Colisão Lateral,Desobediência Às Normas De Trânsito Pelo Condutor,Retorno Regulamentado,Duplicada,Anoitecer,Sol,2,3,1,1,0,1,1,0
Cabedelo,230,126,Atropelamento De Pessoa,Falta De Atenção,Reta,Duplicada,Plena Noite,Ceu Claro,1,2,0,0,0,0,1,1
Cabo De Santo Agostinho,101,82.5,Colisão Frontal,Falta De Atenção,Reta,Duplicada,Pleno Dia,Ceu Claro,2,2,1,0,0,0,1,0
Cabo De Santo Agostinho,101,84.5,Colisão Frontal,Falta De Atenção,Curva,Simples,Pleno Dia,Ceu Claro,3,4,2,1,1,0,1,0
Cabo De Santo Agostinho,101,86.5,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,3,0,2,2,0,1,0
Cabo De Santo Agostinho,101,87,Queda De Motocicleta / Bicicleta / Veículo,Animais Na Pista,Reta,Simples,Plena Noite,Ceu Claro,1,1,0,0,0,0,1,0
Cabo De Santo Agostinho,101,88,Atropelamento De Pessoa,Ingestão De Álcool,Reta,Simples,Plena Noite,Chuva,1,2,0,0,0,0,1,1
Cabo De Santo Agostinho,101,88,Atropelamento De Pessoa,Outras,Reta,Simples,Plena Noite,Ceu Claro,1,3,1,1,0,1,1,0
Cabo De Santo Agostinho,101,88,Colisão Frontal,Outras,Reta,Simples,Pleno Dia,Ceu Claro,2,21,0,20,20,0,1,0
Cabo De Santo Agostinho,101,88,Queda De Motocicleta / Bicicleta / Veículo,Outras,Reta,Duplicada,Plena Noite,Ignorada,2,2,0,0,0,0,1,1
Cabo De Santo Agostinho,101,88.2,Colisão Com Objeto Fixo,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,3,0,1,1,0,1,1
Cabo De Santo Agostinho,101,88.2,Queda De Motocicleta / Bicicleta / Veículo,Animais Na Pista,Reta,Simples,Plena Noite,Nublado,1,1,0,0,0,0,1,0
Cabo De Santo Agostinho,101,88.5,Colisão Com Bicicleta,Falta De Atenção,Reta,Simples,Pleno Dia,Sol,2,2,1,0,0,0,1,0
Cabo De Santo Agostinho,101,88.5,Queda De Motocicleta / Bicicleta / Veículo,Falta De Atenção,Reta,Simples,Anoitecer,Ceu Claro,1,2,1,0,0,0,1,0
Cabo De Santo Agostinho,101,88.8,Saída De Pista,Defeito Mecânico Em Veículo,Reta,Duplicada,Pleno Dia,Ceu Claro,1,1,0,0,0,0,1,0
Cabo De Santo Agostinho,101,89,Atropelamento De Pessoa,Falta De Atenção,Reta,Simples,Pleno Dia,Ceu Claro,1,2,0,0,0,0,1,1
Cabo De Santo Agostinho,101,89,Colisão Com Objeto Estático,Defeito Na Via,Reta,Duplicada,Plena Noite,Nublado,2,2,1,0,0,0,1,0
Cabo De Santo Agostinho,101,89,Colisão Lateral,Falta De Atenção,Curva,Simples,Anoitecer,Ceu Claro,2,2,1,0,0,0,1,0
Cabo De Santo Agostinho,101,89,Saída De Pista,Defeito Mecânico Em Veículo,Reta,Duplicada,Pleno Dia,Nublado,1,2,1,0,0,0,1,0
Cabo De Santo Agostinho,101,89.2,Capotamento,Velocidade Incompatível,Reta,Duplicada,Pleno Dia,Ceu Claro,1,2,0,1,1,0,1,0
Cabo De Santo Agostinho,101,90,Atropelamento De Pedestre,Falta De Atenção Do Pedestre,Reta,Duplicada,Pleno Dia,Céu Claro,1,2,1,0,0,0,1,0
Cabo De Santo Agostinho,101,90,Atropelamento De Pessoa,Ingestão De Álcool,Reta,Simples,Plena Noite,Ceu Claro,2,3,2,0,0,0,1,0
Cabo De Santo Agostinho,101,90,Capotamento,Defeito Na Via,Reta,Duplicada,Plena Noite,Nublado,1,4,0,3,2,1,1,0
Cabo De Santo Agostinho,101,90,Capotamento,Ingestão De Álcool,Reta,Duplicada,Pleno Dia,Ceu Claro,1,2,0,1,0,1,1,0
Cabo De Santo Agostinho,101,90,Colisão Com Bicicleta,Falta De Atenção,Reta,Simples,Plena Noite,Nublado,2,2,0,0,0,0,1,1
Cabo De Santo Agostinho,101,90,Colisão Com Bicicleta,Falta De Atenção,Reta,Simples,Pleno Dia,Ceu Claro,2,2,1,0,0,0,1,0
Cabo De Santo Agostinho,101,90,Colisão Com Bicicleta,Falta De Atenção,Reta,Simples,Pleno Dia,Sol,2,2,1,0,0,0,1,0
Cabo De Santo Agostinho,101,90,Colisão Transversal,Falta De Atenção,Reta,Duplicada,Plena Noite,Ignorada,2,2,0,0,0,0,1,1
Cabo De Santo Agostinho,101,90.2,Atropelamento De Pessoa,Outras,Reta,Simples,Plena Noite,Ceu Claro,1,2,1,0,0,0,1,0
Cabo De Santo Agostinho,101,90.3,Atropelamento De Pessoa,Outras,Reta,Duplicada,Plena Noite,Nublado,2,5,4,0,0,0,1,0
Cabo De Santo Agostinho,101,91,Atropelamento De Pessoa,Falta De Atenção,Reta,Duplicada,Pleno Dia,Ignorada,1,2,0,0,0,0,1,1
Cabo De Santo Agostinho,101,91,Atropelamento De Pessoa,Outras,Reta,Simples,Plena Noite,Ceu Claro,1,2,0,0,0,0,1,1
Cabo De Santo Agostinho,101,91,Atropelamento De Pessoa,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,9,2,6,6,0,1,0
Cabo De Santo Agostinho,101,91,Capotamento,Velocidade Incompatível,Reta,Duplicada,Pleno Dia,Ceu Claro,1,4,0,3,3,0,1,0
Cabo De Santo Agostinho,101,91,Colisão Com Bicicleta,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,2,1,0,0,0,1,0
Cabo De Santo Agostinho,101,91,Colisão Frontal,Ultrapassagem Indevida,Não Informado,Simples,Amanhecer,Chuva,2,2,1,0,0,0,1,0
Cabo De Santo Agostinho,101,91,Colisão Traseira,Falta De Atenção,Reta,Duplicada,Pleno Dia,Ignorada,2,2,1,0,0,0,1,0
Cabo De Santo Agostinho,101,91,Colisão Traseira,Outras,Reta,Duplicada,Pleno Dia,Sol,2,3,1,1,0,1,1,0
Cabo De Santo Agostinho,101,91,Colisão Traseira,Velocidade Incompatível,Reta,Duplicada,Plena Noite,Céu Claro,3,4,2,1,0,1,1,0
Cabo De Santo Agostinho,101,91.2,Atropelamento De Pessoa,Desobediência À Sinalização,Reta,Simples,Pleno Dia,Sol,1,2,1,0,0,0,1,0
Cabo De Santo Agostinho,101,91.3,Queda De Motocicleta / Bicicleta / Veículo,Outras,Reta,Duplicada,Plena Noite,Nublado,1,2,0,1,0,1,1,0
Cabo De Santo Agostinho,101,91.5,Colisão Lateral,Falta De Atenção,Reta,Duplicada,Anoitecer,Ceu Claro,2,2,0,0,0,0,1,1
Cabo De Santo Agostinho,101,91.6,Colisão Com Bicicleta,Ingestão De Álcool,Reta,Simples,Anoitecer,Ceu Claro,2,2,0,0,0,0,1,1
Cabo De Santo Agostinho,101,91.8,Atropelamento De Pessoa,Outras,Reta,Duplicada,Plena Noite,Ceu Claro,1,2,0,0,0,0,1,1
Cabo De Santo Agostinho,101,91.8,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,2,1,0,0,0,1,0
Cabo De Santo Agostinho,101,91.9,Atropelamento De Pessoa,Falta De Atenção,Reta,Duplicada,Plena Noite,Ceu Claro,1,2,1,0,0,0,1,0
Cabo De Santo Agostinho,101,92,Atropelamento De Pessoa,Desobediência À Sinalização,Curva,Duplicada,Plena Noite,Chuva,1,2,0,1,1,0,1,0
Cabo De Santo Agostinho,101,92,Atropelamento De Pessoa,Falta De Atenção,Reta,Simples,Plena Noite,Ceu Claro,1,2,0,0,0,0,1,1
Cabo De Santo Agostinho,101,92,Colisão Com Bicicleta,Falta De Atenção,Reta,Simples,Plena Noite,Ceu Claro,2,2,1,0,0,0,1,0
Cabo De Santo Agostinho,101,92,Colisão Com Bicicleta,Outras,Reta,Duplicada,Pleno Dia,Ceu Claro,2,2,1,0,0,0,1,0
Cabo De Santo Agostinho,101,92,Colisão Transversal,Desobediência À Sinalização,Reta,Duplicada,Amanhecer,Ceu Claro,2,2,0,0,0,0,1,1
Cabo De Santo Agostinho,101,92,Colisão Traseira,Falta De Atenção,Reta,Duplicada,Pleno Dia,Ceu Claro,2,5,0,3,1,2,1,1
Cabo De Santo Agostinho,101,92,Saída De Pista,Velocidade Incompatível,Reta,Duplicada,Pleno Dia,Nublado,1,1,0,0,0,0,1,0
Cabo De Santo Agostinho,101,92.2,Colisão Com Bicicleta,Falta De Atenção,Reta,Duplicada,Plena Noite,Chuva,3,3,0,0,0,0,1,2
Cabo De Santo Agostinho,101,92.7,Capotamento,Outras,Reta,Duplicada,Amanhecer,Ceu Claro,1,1,0,0,0,0,1,0
Cabo De Santo Agostinho,101,92.7,Colisão Com Bicicleta,Outras,Reta,Duplicada,Plena Noite,Chuva,3,3,1,0,0,0,1,1
Cabo De Santo Agostinho,101,92.8,Atropelamento De Pessoa,Outras,Reta,Simples,Plena Noite,Ceu Claro,1,2,0,0,0,0,1,1
Cabo De Santo Agostinho,101,93,Atropelamento De Pessoa,Falta De Atenção,Reta,Duplicada,Plena Noite,Nublado,1,2,1,0,0,0,1,0
Cabo De Santo Agostinho,101,93,Atropelamento De Pessoa,Outras,Reta,Duplicada,Plena Noite,Ceu Claro,1,2,1,0,0,0,1,0
Cabo De Santo Agostinho,101,93,Capotamento,Ingestão De Álcool,Reta,Simples,Plena Noite,Chuva,1,1,0,0,0,0,1,0
Cabo De Santo Agostinho,101,93,Tombamento,Outras,Curva,Simples,Pleno Dia,Ignorada,1,1,0,0,0,0,1,0
Cabo De Santo Agostinho,101,93.1,Colisão Frontal,Ingestão De Álcool,Reta,Simples,Plena Noite,Nublado,2,3,1,1,1,0,1,0
Cabo De Santo Agostinho,101,93.3,Colisão Com Objeto Fixo,Falta De Atenção,Reta,Duplicada,Anoitecer,Nublado,1,3,0,2,0,2,1,0
Cabo De Santo Agostinho,101,94,Capotamento,Velocidade Incompatível,Reta,Simples,Plena Noite,Ceu Claro,1,1,0,0,0,0,1,0
Cabo De Santo Agostinho,101,94,Colisão Frontal,Outras,Reta,Simples,Plena Noite,Chuva,2,2,1,0,0,0,1,0
Cabo De Santo Agostinho,101,94,Queda De Motocicleta / Bicicleta / Veículo,Outras,Curva,Simples,Plena Noite,Ceu Claro,1,1,0,0,0,0,1,0
Cabo De Santo Agostinho,101,94,Saída De Pista,Outras,Cruzamento,Duplicada,Plena Noite,Nublado,1,1,0,0,0,0,1,0
Cabo De Santo Agostinho,101,94,Saída De Pista,Outras,Curva,Duplicada,Pleno Dia,Ceu Claro,1,1,0,0,0,0,1,0
Cabo De Santo Agostinho,101,94.4,Colisão Com Objeto Fixo,Defeito Mecânico Em Veículo,Curva,Simples,Plena Noite,Granizo,1,1,0,0,0,0,1,0
Cabo De Santo Agostinho,101,94.5,Atropelamento De Pessoa,Falta De Atenção,Reta,Duplicada,Pleno Dia,Ceu Claro,1,2,1,0,0,0,1,0
Cabo De Santo Agostinho,101,95,Colisão Com Objeto Fixo,Outras,Curva,Duplicada,Plena Noite,Ceu Claro,1,1,0,0,0,0,1,0
Cabo De Santo Agostinho,101,95,Colisão Traseira,Outras,Reta,Duplicada,Pleno Dia,Ceu Claro,3,4,3,0,0,0,1,0
Cabo De Santo Agostinho,101,95.4,Colisão Com Bicicleta,Outras,Reta,Simples,Plena Noite,Ceu Claro,2,2,1,0,0,0,1,0
Cabo De Santo Agostinho,101,95.5,Capotamento,Ingestão De Álcool,Curva,Duplicada,Plena Noite,Ceu Claro,1,4,0,3,1,2,1,0
Cabo De Santo Agostinho,101,95.7,Colisão Frontal,Falta De Atenção,Curva,Duplicada,Plena Noite,Ceu Claro,2,3,2,0,0,0,1,0
Cabo De Santo Agostinho,101,96,Colisão Transversal,Falta De Atenção,Reta,Duplicada,Pleno Dia,Ceu Claro,2,2,1,0,0,0,1,0
Cabo De Santo Agostinho,101,96,Colisão Transversal,Outras,Reta,Duplicada,Amanhecer,Ceu Claro,2,3,1,1,0,1,1,0
Cabo De Santo Agostinho,101,96,Queda De Motocicleta / Bicicleta / Veículo,Outras,Reta,Duplicada,Anoitecer,Nublado,1,1,0,0,0,0,1,0
Cabo De Santo Agostinho,101,96,Queda De Motocicleta / Bicicleta / Veículo,Outras,Reta,Duplicada,Plena Noite,Chuva,1,1,0,0,0,0,1,0
Cabo De Santo Agostinho,101,96,Saída De Pista,Velocidade Incompatível,Reta,Duplicada,Plena Noite,Chuva,2,3,0,2,2,0,1,0
Cabo De Santo Agostinho,101,96.4,Atropelamento De Pessoa,Outras,Reta,Duplicada,Pleno Dia,Nublado,1,2,0,0,0,0,1,1
